webpage,rating,tweet,uid
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52add2c900323226c4257fa9","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",1,"52adf81700323226c4f1bb38","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ade1ab00323226c479fdf5","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",1,"52adf86a00323226c4f3f1d4","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae31c400323226c616e09f","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52adfa3800323226c4ff7f1c","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae4b7a00323226c695ba53","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae1b8f00323226c5b3c406","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae660700323226c7298ee7","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52adc8be00323226c41483d2","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae4fee00323226c6b1aed9","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae0c4500323226c55b6595","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52addd1f00323226c45ed809","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52adec2400323226c4b32ab1","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52adf86f00323226c4f411f5","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52adc85300323226c411a40f","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add8e700323226c4465784","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add1cf00323226c41f4df3","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ade24b00323226c47da8f5","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae001c00323226c51dd5ba","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add21400323226c42142ac","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52adc66100323226c4065a02","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add72000323226c43c5a56","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52ade51b00323226c48dc4ce","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae433800323226c66ced38","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add41000323226c42b6352","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add50e00323226c430780c","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae091c00323226c54b5e2a","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52ae094300323226c54c264b","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae026a00323226c529fe07","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf1b800323226c4d36e31","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adff3f00323226c51921f8","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade73100323226c49830ef","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf87800323226c4f44dd1","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adee7900323226c4c1718d","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade48b00323226c48abcfc","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52adc84900323226c41160ce","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adeb8500323226c4af9f9d","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adedac00323226c4bc91f7","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adec2800323226c4b34841","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52add8f100323226c446a12e","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf85500323226c4f36580","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade97a00323226c4a3c39f","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf17300323226c4d1f3c9","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae040700323226c53218c3","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae171e00323226c59a5334","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae04c500323226c536de7e","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adefc500323226c4c8db89","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae096600323226c54cccf8","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52addde800323226c4638a2c","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae53de00323226c6c5af4e","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adfc0700323226c5085591","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adc23800323226c3f19ffe","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb91a00323226c3c11f91","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52add4c200323226c42f1a4b","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae294100323226c5f3cd0b","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb7e900323226c3bac2e9","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae10a000323226c57362eb","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae1c4b00323226c5b7fa0f","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",-1,"52adba9300323226c3c92d9a","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae027d00323226c52a7b4e","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae53dc00323226c6c59ee1","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb83c00323226c3bc4890","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae2bb700323226c5fec4e5","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb8c600323226c3bf2814","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae5c7b00323226c6f4c483","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb83800323226c3bc3530","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52add55b00323226c431fc40","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adddb600323226c4626630","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae1cae00323226c5ba3230","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",1,"52ae263a00323226c5e54a6e","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae5bea00323226c6f17303","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae5bdb00323226c6f12996","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae155000323226c58e82de","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae4d6900323226c6a1a664","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae433f00323226c66d22d9","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae409500323226c65c25db","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae2be200323226c5ff8193","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52adfc6500323226c50a9d61","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae214300323226c5d26fb3","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae0bbd00323226c558bccf","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae1cc900323226c5baef0e","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52adc6a200323226c4077f12","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",1,"52ae5cb600323226c6f634f6","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52adfca300323226c50c3b05","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52add57400323226c432983c","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae41d300323226c663ee54","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae516200323226c6b9f4e7","9d446b2940cf44b184cbc8f3fe05e376"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae516200323226c6b9f4e7","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae5bdb00323226c6f12996","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae1cc900323226c5baef0e","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae263a00323226c5e54a6e","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52adfc6500323226c50a9d61","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52adc6a200323226c4077f12","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae41d300323226c663ee54","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae409500323226c65c25db","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",1,"52ae5cb600323226c6f634f6","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae2be200323226c5ff8193","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52add57400323226c432983c","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae4d6900323226c6a1a664","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae1cae00323226c5ba3230","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae0bbd00323226c558bccf","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae433f00323226c66d22d9","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52adfca300323226c50c3b05","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae155000323226c58e82de","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae5bea00323226c6f17303","d5c29e4013b24390ad83b09d18d1095f"
"http://www.bbc.co.uk/news/education-24657686",-1,"52ae214300323226c5d26fb3","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ae44b400323226c67612f4","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52ade49000323226c48ad779","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ae3a0200323226c63c500c","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52adf8e600323226c4f73b41","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ade32000323226c482e007","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ade31d00323226c482cf44","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52adbd0900323226c3d7369f","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ae084200323226c546020a","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ade0cf00323226c474dc29","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ade2f600323226c4820614","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52addd4600323226c45fb7fa","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ade10800323226c4762879","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52ae2cc600323226c6036754","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ae08c400323226c5492c90","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52add57b00323226c432bf28","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52addc9800323226c45bc088","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52ae0f7d00323226c56c777b","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",-1,"52ae2ec700323226c60d1618","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52ade96d00323226c4a37cb2","d5c29e4013b24390ad83b09d18d1095f"
"http://www.cnn.com/2013/08/26/world/meast/syria-civil-war/index.html",1,"52ae122400323226c57d18ae","d5c29e4013b24390ad83b09d18d1095f"
