webpage,rating,tweet,uid,scores.lda_cossim,scores.language_model,tweet_length,chars,isverified,followers_count,statuses_count,listed_count,friends_count,times.absolute_time_difference,times.relative_time_difference,times.binary_decision,times.capped_time_after,contains_url,url_count,hashtag_count
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52add2c900323226c4257fa9","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,13.0,127.0,false,14863.0,97055.0,477.0,4000.0,1649327000.0,-1649327000.0,-1.0,0.0,false,1.0,4.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",1,"52adf81700323226c4f1bb38","9d446b2940cf44b184cbc8f3fe05e376",0.474700256465744,-9999999.0,11.0,119.0,false,884.0,3554.0,18.0,1407.0,792000.0,792000.0,1.0,792000.0,false,1.0,1.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ade1ab00323226c479fdf5","9d446b2940cf44b184cbc8f3fe05e376",0.167629739967069,-9999999.0,15.0,136.0,false,1065.0,31237.0,36.0,1999.0,977509000.0,-977509000.0,-1.0,0.0,false,1.0,2.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",1,"52adf86a00323226c4f3f1d4","9d446b2940cf44b184cbc8f3fe05e376",0.02585180117103072,-9999999.0,11.0,132.0,false,1082.0,28452.0,19.0,796.0,17070000.0,17070000.0,1.0,17070000.0,false,1.0,1.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae31c400323226c616e09f","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,14.0,136.0,false,993.0,14579.0,5.0,1017.0,2513116000.0,2513116000.0,1.0,2513116000.0,false,1.0,5.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52adfa3800323226c4ff7f1c","9d446b2940cf44b184cbc8f3fe05e376",0.4711695680637605,-9999999.0,8.0,135.0,false,9934.0,15722.0,403.0,1259.0,106476000.0,106476000.0,1.0,106476000.0,false,1.0,1.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae4b7a00323226c695ba53","9d446b2940cf44b184cbc8f3fe05e376",0.5478183844851714,-9999999.0,11.0,136.0,false,391.0,2084.0,22.0,1386.0,3462323000.0,3462323000.0,1.0,3462323000.0,false,1.0,2.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae1b8f00323226c5b3c406","9d446b2940cf44b184cbc8f3fe05e376",0.7111097367372086,-9999999.0,15.0,136.0,false,901.0,24519.0,20.0,83.0,1767062000.0,1767062000.0,1.0,1767062000.0,false,1.0,2.0
"http://www.bbc.co.uk/news/science-environment-23947820#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa",-1,"52ae660700323226c7298ee7","9d446b2940cf44b184cbc8f3fe05e376",0.6431469835270285,-9999999.0,14.0,138.0,false,112.0,5972.0,3.0,159.0,4546171000.0,4546171000.0,1.0,4546171000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52adc8be00323226c41483d2","9d446b2940cf44b184cbc8f3fe05e376",0.8779115831582732,-9999999.0,12.0,115.0,false,792.0,11099.0,25.0,787.0,97500000.0,-97500000.0,-1.0,0.0,false,1.0,5.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae4fee00323226c6b1aed9","9d446b2940cf44b184cbc8f3fe05e376",0.06997655148994615,-9999999.0,13.0,138.0,false,23984.0,52259.0,504.0,23807.0,5351748000.0,5351748000.0,1.0,5351748000.0,false,1.0,1.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae0c4500323226c55b6595","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,11.0,100.0,false,352.0,17349.0,12.0,1094.0,2519419000.0,2519419000.0,1.0,2519419000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52addd1f00323226c45ed809","9d446b2940cf44b184cbc8f3fe05e376",0.6409419917599378,-9999999.0,11.0,120.0,false,133.0,3384.0,4.0,263.0,496962000.0,496962000.0,1.0,496962000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52adec2400323226c4b32ab1","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,12.0,137.0,false,240.0,3777.0,7.0,411.0,1176310000.0,1176310000.0,1.0,1176310000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52adf86f00323226c4f411f5","9d446b2940cf44b184cbc8f3fe05e376",0.968298707298949,-9999999.0,10.0,105.0,false,760.0,142144.0,26.0,1.0,1703187000.0,1703187000.0,1.0,1703187000.0,false,1.0,3.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52adc85300323226c411a40f","9d446b2940cf44b184cbc8f3fe05e376",0.7260311665830708,-9999999.0,10.0,132.0,false,2244.0,35408.0,62.0,2060.0,118294000.0,-118294000.0,-1.0,0.0,false,1.0,1.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add8e700323226c4465784","9d446b2940cf44b184cbc8f3fe05e376",0.8557433466351253,-9999999.0,13.0,136.0,false,321.0,34311.0,33.0,194.0,300911000.0,300911000.0,1.0,300911000.0,false,1.0,6.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add1cf00323226c41f4df3","9d446b2940cf44b184cbc8f3fe05e376",0.9683877979363804,-9999999.0,13.0,138.0,false,60.0,12222.0,33.0,8.0,12506000.0,-12506000.0,-1.0,0.0,false,1.0,1.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ade24b00323226c47da8f5","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,15.0,139.0,false,61.0,235.0,1.0,189.0,739369000.0,739369000.0,1.0,739369000.0,false,1.0,3.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae001c00323226c51dd5ba","9d446b2940cf44b184cbc8f3fe05e376",0.02045989062035623,-9999999.0,10.0,136.0,false,67.0,12142.0,3.0,30.0,2035707000.0,2035707000.0,1.0,2035707000.0,false,1.0,1.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add21400323226c42142ac","9d446b2940cf44b184cbc8f3fe05e376",0.9684650647290104,-9999999.0,12.0,114.0,false,1302.0,13418.0,80.0,652.0,949000.0,949000.0,1.0,949000.0,false,1.0,3.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52adc66100323226c4065a02","9d446b2940cf44b184cbc8f3fe05e376",0.01267619507816493,-9999999.0,9.0,134.0,false,1129.0,1500.0,20.0,1569.0,227856000.0,-227856000.0,-1.0,0.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add72000323226c43c5a56","9d446b2940cf44b184cbc8f3fe05e376",0.9787996612689674,-9999999.0,12.0,141.0,false,171.0,12913.0,4.0,526.0,220223000.0,220223000.0,1.0,220223000.0,false,1.0,1.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52ade51b00323226c48dc4ce","9d446b2940cf44b184cbc8f3fe05e376",0.8837708358926286,-9999999.0,9.0,114.0,false,40.0,930.0,1.0,440.0,870836000.0,870836000.0,1.0,870836000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae433800323226c66ced38","9d446b2940cf44b184cbc8f3fe05e376",0.01389299620305168,-9999999.0,15.0,136.0,false,1247.0,127602.0,74.0,1153.0,4834890000.0,4834890000.0,1.0,4834890000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add41000323226c42b6352","9d446b2940cf44b184cbc8f3fe05e376",0.8304436183722007,-9999999.0,14.0,136.0,false,867.0,22501.0,25.0,2001.0,81602000.0,81602000.0,1.0,81602000.0,false,1.0,3.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52add50e00323226c430780c","9d446b2940cf44b184cbc8f3fe05e376",0.7433000496711976,-9999999.0,12.0,136.0,false,85.0,5364.0,4.0,60.0,122801000.0,122801000.0,1.0,122801000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",-1,"52ae091c00323226c54b5e2a","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,12.0,136.0,false,85.0,5364.0,4.0,60.0,2398871000.0,2398871000.0,1.0,2398871000.0,false,1.0,2.0
"http://www.washingtonpost.com/world/scores-dead-in-egypt-after-security-forces-launch-assault-on-protesters-camp/2013/08/15/563c95a0-0575-11e3-a07f-49ddc7417125_story.html?Post+generic=%3Ftid%3Dsm_twitter_washingtonpost",1,"52ae094300323226c54c264b","9d446b2940cf44b184cbc8f3fe05e376",0.9684534130270196,-9999999.0,9.0,90.0,false,760.0,142144.0,26.0,1.0,2404404000.0,2404404000.0,1.0,2404404000.0,false,1.0,3.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae026a00323226c529fe07","9d446b2940cf44b184cbc8f3fe05e376",0.9848801769646212,-9999999.0,13.0,118.0,false,73.0,1454.0,2.0,54.0,1191969000.0,1191969000.0,1.0,1191969000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf1b800323226c4d36e31","9d446b2940cf44b184cbc8f3fe05e376",0.9796046862332082,-9999999.0,14.0,136.0,false,326.0,9662.0,8.0,203.0,482483000.0,482483000.0,1.0,482483000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adff3f00323226c51921f8","9d446b2940cf44b184cbc8f3fe05e376",0.9927771372694859,-9999999.0,12.0,136.0,false,0.0,34.0,0.0,10.0,1042490000.0,1042490000.0,1.0,1042490000.0,false,2.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade73100323226c49830ef","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884414,-9999999.0,11.0,139.0,false,1555.0,44198.0,81.0,1946.0,7834000.0,7834000.0,1.0,7834000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf87800323226c4f44dd1","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884414,-9999999.0,14.0,136.0,false,4173.0,40582.0,16.0,1118.0,754247000.0,754247000.0,1.0,754247000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adee7900323226c4c1718d","9d446b2940cf44b184cbc8f3fe05e376",0.9785442184816523,-9999999.0,11.0,126.0,false,1158.0,20263.0,16.0,1563.0,334473000.0,334473000.0,1.0,334473000.0,false,1.0,5.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade48b00323226c48abcfc","9d446b2940cf44b184cbc8f3fe05e376",0.9926578435761295,-9999999.0,13.0,136.0,false,606.0,67571.0,22.0,45.0,104456000.0,-104456000.0,-1.0,0.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52adc84900323226c41160ce","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,14.0,134.0,false,376.0,21330.0,5.0,690.0,1071022000.0,-1071022000.0,-1.0,0.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adeb8500323226c4af9f9d","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884412,-9999999.0,11.0,140.0,false,300.0,7474.0,1.0,574.0,195810000.0,195810000.0,1.0,195810000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adedac00323226c4bc91f7","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884414,-9999999.0,7.0,89.0,false,160.0,5706.0,4.0,130.0,297905000.0,297905000.0,1.0,297905000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adec2800323226c4b34841","9d446b2940cf44b184cbc8f3fe05e376",0.962287061849378,-9999999.0,13.0,137.0,false,643.0,12979.0,7.0,539.0,226459000.0,226459000.0,1.0,226459000.0,true,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",-1,"52add8f100323226c446a12e","9d446b2940cf44b184cbc8f3fe05e376",0.0,-9999999.0,12.0,136.0,false,326.0,9662.0,8.0,203.0,647721000.0,-647721000.0,-1.0,0.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf85500323226c4f36580","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884411,-9999999.0,11.0,113.0,false,83.0,6109.0,9.0,403.0,747518000.0,747518000.0,1.0,747518000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ade97a00323226c4a3c39f","9d446b2940cf44b184cbc8f3fe05e376",0.9902470683731663,-9999999.0,8.0,96.0,false,329.0,5747.0,5.0,158.0,102063000.0,102063000.0,1.0,102063000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adf17300323226c4d1f3c9","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884414,-9999999.0,10.0,97.0,false,293.0,82963.0,5.0,173.0,470170000.0,470170000.0,1.0,470170000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae040700323226c53218c3","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884414,-9999999.0,11.0,136.0,false,1695.0,220303.0,71.0,5.0,1256206000.0,1256206000.0,1.0,1256206000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae171e00323226c59a5334","9d446b2940cf44b184cbc8f3fe05e376",0.02791759311491717,-9999999.0,11.0,118.0,false,1058.0,36604.0,46.0,521.0,2226264000.0,2226264000.0,1.0,2226264000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae04c500323226c536de7e","9d446b2940cf44b184cbc8f3fe05e376",0.9835714175884414,-9999999.0,10.0,99.0,false,6963.0,71621.0,441.0,1983.0,1290130000.0,1290130000.0,1.0,1290130000.0,false,1.0,1.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52adefc500323226c4c8db89","9d446b2940cf44b184cbc8f3fe05e376",0.986671945573787,-9999999.0,13.0,132.0,false,606.0,67571.0,22.0,45.0,394178000.0,394178000.0,1.0,394178000.0,false,1.0,2.0
"http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/26/new-poll-syria-intervention-even-less-popular-than-congress/",1,"52ae096600323226c54cccf8","9d446b2940cf44b184cbc8f3fe05e376",0.7597227530757157,-9999999.0,11.0,107.0,false,122.0,665.0,0.0,484.0,1458126000.0,1458126000.0,1.0,1458126000.0,false,1.0,3.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52addde800323226c4638a2c","9d446b2940cf44b184cbc8f3fe05e376",0.9634017428500239,-9999999.0,14.0,136.0,false,482.0,3377.0,30.0,482.0,1817305000.0,1817305000.0,1.0,1817305000.0,false,1.0,4.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae53de00323226c6c5af4e","9d446b2940cf44b184cbc8f3fe05e376",0.9634017428500239,-9999999.0,13.0,136.0,false,1379.0,124784.0,18.0,1944.0,6778539000.0,6778539000.0,1.0,6778539000.0,false,1.0,2.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adfc0700323226c5085591","9d446b2940cf44b184cbc8f3fe05e376",0.8169050495091988,-9999999.0,11.0,130.0,false,179.0,4839.0,12.0,300.0,3143922000.0,3143922000.0,1.0,3143922000.0,false,1.0,2.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adc23800323226c3f19ffe","9d446b2940cf44b184cbc8f3fe05e376",0.9893211625345658,-9999999.0,13.0,132.0,false,792.0,3539.0,22.0,1135.0,828709000.0,828709000.0,1.0,828709000.0,false,1.0,1.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb91a00323226c3c11f91","9d446b2940cf44b184cbc8f3fe05e376",0.04487290447953221,-9999999.0,12.0,130.0,false,606.0,67571.0,22.0,45.0,69393000.0,69393000.0,1.0,69393000.0,false,1.0,2.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52add4c200323226c42f1a4b","9d446b2940cf44b184cbc8f3fe05e376",0.9896934482071021,-9999999.0,12.0,140.0,false,1.0,212.0,0.0,13.0,1394814000.0,1394814000.0,1.0,1394814000.0,false,1.0,1.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae294100323226c5f3cd0b","9d446b2940cf44b184cbc8f3fe05e376",0.9558295500015382,-9999999.0,13.0,136.0,false,111.0,12454.0,0.0,5.0,5223106000.0,5223106000.0,1.0,5223106000.0,false,1.0,1.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52adb7e900323226c3bac2e9","9d446b2940cf44b184cbc8f3fe05e376",0.9634017428500239,-9999999.0,12.0,117.0,false,2592.0,54760.0,110.0,2460.0,8221000.0,8221000.0,1.0,8221000.0,false,1.0,3.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae10a000323226c57362eb","9d446b2940cf44b184cbc8f3fe05e376",0.9497714999191896,-9999999.0,13.0,135.0,false,835.0,10550.0,9.0,1919.0,4173924000.0,4173924000.0,1.0,4173924000.0,false,1.0,9.0
"http://www.cnn.com/2013/07/31/tech/web/snowden-leak-xkeyscore/index.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29",1,"52ae1c4b00323226c5b7fa0f","9d446b2940cf44b184cbc8f3fe05e376",0.9886519306474506,-9999999.0,10.0,121.0,false,388.0,6172.0,9.0,1443.0,4769449000.0,4769449000.0,1.0,4769449000.0,false,1.0,1.0
